datetime,z1_32
2021-09-16 00:00:00,5.954180414922792
2021-09-16 00:00:01,5.880657266301888
2021-09-16 00:00:02,6.041612875719254
2021-09-16 00:00:03,6.002071994574704
2021-09-16 00:00:04,5.767220702841463
2021-09-16 00:00:05,4.769044759494128
2021-09-16 00:00:06,3.0899247497844318
2021-09-16 00:00:07,4.198082907808134
2021-09-16 00:00:08,2.904411950142876
2021-09-16 00:00:09,4.7762426226568
2021-09-16 00:00:10,3.514036283723244
2021-09-16 00:00:11,2.748117699714678
2021-09-16 00:00:12,5.881380023403717
2021-09-16 00:00:13,5.923886196662674
2021-09-16 00:00:14,5.797913232527411
2021-09-16 00:00:16,5.90554782579747
2021-09-16 00:00:17,5.997771820831279
2021-09-16 00:00:18,5.159745186253971
2021-09-16 00:00:19,5.294502990466464
2021-09-16 00:00:20,5.588517119395183
2021-09-16 00:00:21,5.26069473806756
2021-09-16 00:00:22,5.399365909753007
2021-09-16 00:00:23,5.837412865468263
2021-09-16 00:00:24,5.957844755941315
2021-09-16 00:00:25,5.799438250974081
2021-09-16 00:00:26,5.656544504926112
2021-09-16 00:00:27,5.960834474884445
2021-09-16 00:00:28,5.727583408650171
2021-09-16 00:00:29,5.622356233151992
2021-09-16 00:00:30,5.57790830038114
2021-09-16 00:00:31,5.719380788804065
2021-09-16 00:00:32,5.379143017598912
2021-09-16 00:00:33,5.2720994945168105
2021-09-16 00:00:34,5.232232745219735
2021-09-16 00:00:35,4.872270862348815
2021-09-16 00:00:36,4.866584431583822
2021-09-16 00:00:37,4.846060017152839
2021-09-16 00:00:38,4.658649835233616
2021-09-16 00:00:40,5.0979327139443384
2021-09-16 00:00:41,4.81998716724166
2021-09-16 00:00:42,4.877105950044753
2021-09-16 00:00:43,4.887996780386653
2021-09-16 00:00:44,4.826864829333861
2021-09-16 00:00:45,5.256899005639628
2021-09-16 00:00:46,5.412135613065587
2021-09-16 00:00:47,5.257010352848486
2021-09-16 00:00:48,5.679957273676953
2021-09-16 00:00:49,5.343432823299036
2021-09-16 00:00:50,5.539086452956015
2021-09-16 00:00:51,4.9772405359142855
2021-09-16 00:00:52,4.9045070567766675
2021-09-16 00:00:53,4.759778913538341
2021-09-16 00:00:54,4.86653740486594
2021-09-16 00:00:55,4.820232024338838
2021-09-16 00:00:56,4.928837031715754
2021-09-16 00:00:57,4.052599265113177
2021-09-16 00:00:58,5.033302417809347
2021-09-16 00:00:59,5.170559995945254
2021-09-16 00:01:00,4.286958400318914
2021-09-16 00:01:01,5.207308588912605
2021-09-16 00:01:02,5.327587846457154
2021-09-16 00:01:03,4.750311597835443
2021-09-16 00:01:05,5.1571349260795145
2021-09-16 00:01:06,4.830113790088669
2021-09-16 00:01:07,4.4034184952561155
2021-09-16 00:01:08,3.470804309734741
2021-09-16 00:01:09,2.5871236276413825
2021-09-16 00:01:10,2.2390282501969128
2021-09-16 00:01:11,2.0686968588660246
2021-09-16 00:01:12,2.779487463015337
2021-09-16 00:01:13,3.1354950565917106
2021-09-16 00:01:14,4.24290955705068
2021-09-16 00:01:15,5.247045637165792
2021-09-16 00:01:16,3.824542476004064
2021-09-16 00:01:17,4.593846184069687
2021-09-16 00:01:18,5.262555829942299
2021-09-16 00:01:19,5.165857067819358
2021-09-16 00:01:20,5.645209423326355
2021-09-16 00:01:21,5.06634335698379
2021-09-16 00:01:22,5.024947096764755
2021-09-16 00:01:23,4.987274972103069
2021-09-16 00:01:24,3.2255436674607822
2021-09-16 00:01:25,5.351607511675023
2021-09-16 00:01:26,3.2784572236365372
2021-09-16 00:01:27,2.5724374181816643
2021-09-16 00:01:29,3.903850032329981
2021-09-16 00:01:30,3.4730049397446727
2021-09-16 00:01:31,2.6256883674152425
2021-09-16 00:01:32,2.7410613573969833
2021-09-16 00:01:33,4.118471289442848
2021-09-16 00:01:34,4.657233363623366
2021-09-16 00:01:35,3.6532261154849834
2021-09-16 00:01:36,2.7073174032660665
2021-09-16 00:01:37,4.081100125615125
2021-09-16 00:01:38,5.007647020948066
2021-09-16 00:01:39,4.9044575935569075
2021-09-16 00:01:40,4.912262073145222
2021-09-16 00:01:41,4.120270274166828
2021-09-16 00:01:42,4.209286246967895
2021-09-16 00:01:43,2.923061586408746
2021-09-16 00:01:44,2.4507230636606763
2021-09-16 00:01:45,2.8741014695323077
2021-09-16 00:01:46,5.327667918983593
2021-09-16 00:01:47,3.3082942199585803
2021-09-16 00:01:48,2.6025980618499194
2021-09-16 00:01:49,2.5857618387201793
2021-09-16 00:01:50,2.553875857778128
2021-09-16 00:01:51,2.460574725799059
2021-09-16 00:01:53,2.36401341268855
2021-09-16 00:01:54,2.2857724191025075
2021-09-16 00:01:55,2.273982014460984
2021-09-16 00:01:56,2.298454990787128
2021-09-16 00:01:57,2.366404751020187
2021-09-16 00:01:58,4.616746801702387
2021-09-16 00:01:59,4.87249510784469
2021-09-16 00:02:00,5.459158517700461
2021-09-16 00:02:01,4.742054074811627
2021-09-16 00:02:02,3.3418042138716317
2021-09-16 00:02:03,2.8913094453347403
2021-09-16 00:02:04,2.4120965032138755
2021-09-16 00:02:05,2.5075488708273452
2021-09-16 00:02:06,2.5412534600239285
2021-09-16 00:02:07,2.889663769282926
2021-09-16 00:02:08,2.5675935813314537
2021-09-16 00:02:09,2.4022578314719443
2021-09-16 00:02:10,2.3037289421878464
2021-09-16 00:02:11,2.2420821886544524
2021-09-16 00:02:12,2.3076391533572123
2021-09-16 00:02:13,2.248278794432549
2021-09-16 00:02:14,2.2024740441003896
2021-09-16 00:02:15,2.162527751256793
2021-09-16 00:02:16,1.9151318910018684
2021-09-16 00:02:18,3.9942639688118144
2021-09-16 00:02:19,4.69019349043062
2021-09-16 00:02:20,5.043495039495394
2021-09-16 00:02:21,4.378995192750898
2021-09-16 00:02:22,2.9113553368302085
2021-09-16 00:02:23,2.865371982169952
2021-09-16 00:02:24,2.481600896560531
2021-09-16 00:02:25,2.2518500533960655
2021-09-16 00:02:26,2.178712909998043
2021-09-16 00:02:27,2.6277208877404377
2021-09-16 00:02:28,2.5918011298284442
2021-09-16 00:02:29,2.4025095714141647
2021-09-16 00:02:30,2.317976628665467
2021-09-16 00:02:31,2.2566120995722696
2021-09-16 00:02:32,2.2065505605368063
2021-09-16 00:02:33,2.190293779807387
2021-09-16 00:02:34,2.1938868507281866
2021-09-16 00:02:35,2.1697677655696275
2021-09-16 00:02:36,2.0224432081350523
2021-09-16 00:02:37,3.94078076785673
2021-09-16 00:02:38,4.531034008841505
2021-09-16 00:02:40,4.935966257388838
2021-09-16 00:02:41,3.707211833093581
2021-09-16 00:02:42,2.8274532139672397
2021-09-16 00:02:43,2.668178012677973
2021-09-16 00:02:44,2.440828062296773
2021-09-16 00:02:45,2.2435595766325225
2021-09-16 00:02:46,2.1104224951313344
2021-09-16 00:02:47,2.1695036205295493
2021-09-16 00:02:48,2.596145811828862
2021-09-16 00:02:49,2.420215986554874
2021-09-16 00:02:50,2.3146178565819167
2021-09-16 00:02:51,2.2528136315547123
2021-09-16 00:02:52,2.2070780766848515
2021-09-16 00:02:53,2.1713535601657674
2021-09-16 00:02:54,2.144595798359298
2021-09-16 00:02:55,2.12155219419232
2021-09-16 00:02:56,2.0761348352952282
2021-09-16 00:02:57,3.1113270623204574
2021-09-16 00:02:58,4.496659247817254
2021-09-16 00:02:59,4.874299393404273
2021-09-16 00:03:00,3.639439363937492
2021-09-16 00:03:01,3.1657929035852277
2021-09-16 00:03:02,2.6261478923433277
2021-09-16 00:03:03,2.3536371224046864
2021-09-16 00:03:05,2.2476854758751847
2021-09-16 00:03:06,2.346835721234439
2021-09-16 00:03:07,2.545709966564087
2021-09-16 00:03:08,2.7141509373448582
2021-09-16 00:03:09,2.4645056754119263
2021-09-16 00:03:10,2.350958119921203
2021-09-16 00:03:11,2.2881668459223907
2021-09-16 00:03:12,2.23054939709061
2021-09-16 00:03:13,2.205867053837549
2021-09-16 00:03:14,2.19927463462957
2021-09-16 00:03:15,2.1736715893625047
2021-09-16 00:03:16,2.1656777415050708
2021-09-16 00:03:17,2.787340929754573
2021-09-16 00:03:18,4.333428929997447
2021-09-16 00:03:19,3.532086445856012
2021-09-16 00:03:20,4.415602882522753
2021-09-16 00:03:21,3.513927634831906
2021-09-16 00:03:22,2.7022317756818954
2021-09-16 00:03:23,2.397848769686541
2021-09-16 00:03:24,2.29367101996052
2021-09-16 00:03:25,2.148451370514385
2021-09-16 00:03:26,2.165858531791778
2021-09-16 00:03:27,2.7855607927309394
2021-09-16 00:03:28,2.6903953174156925
2021-09-16 00:03:29,2.491958456293408
2021-09-16 00:03:31,2.3627898258471483
2021-09-16 00:03:32,2.2950997253082877
2021-09-16 00:03:33,2.2951376192502657
2021-09-16 00:03:34,2.290257250972438
2021-09-16 00:03:35,2.300350927758199
2021-09-16 00:03:36,2.2615094123037203
2021-09-16 00:03:37,2.0514807949672766
2021-09-16 00:03:38,4.125292698809712
2021-09-16 00:03:39,3.538506704298804
2021-09-16 00:03:40,2.892819403632296
2021-09-16 00:03:41,2.8265304977926453
2021-09-16 00:03:42,2.781705263528763
2021-09-16 00:03:43,2.2529636752583233
2021-09-16 00:03:44,2.108708679344468
2021-09-16 00:03:45,2.0666008979835304
2021-09-16 00:03:46,2.0743542586052044
2021-09-16 00:03:47,2.4298245670131102
2021-09-16 00:03:48,2.417986584191785
2021-09-16 00:03:49,2.2841567757071157
2021-09-16 00:03:50,2.204601831559463
2021-09-16 00:03:51,2.155915907643345
2021-09-16 00:03:52,2.1310726143963983
2021-09-16 00:03:54,2.0981913016356906
2021-09-16 00:03:55,2.0881827327290123
2021-09-16 00:03:56,2.0663546145584166
2021-09-16 00:03:57,1.9730825801619514
2021-09-16 00:03:58,2.74902855212583
2021-09-16 00:03:59,3.7793114640799814
2021-09-16 00:04:00,2.967521908095211
2021-09-16 00:04:01,2.648750920481551
2021-09-16 00:04:02,2.5957681104402144
2021-09-16 00:04:03,2.4270976523901995
2021-09-16 00:04:04,2.25327373104715
2021-09-16 00:04:05,2.1613660165350383
2021-09-16 00:04:06,1.9690356754651024
2021-09-16 00:04:07,2.118989183123001
2021-09-16 00:04:08,2.5020577986966783
2021-09-16 00:04:09,2.375770255835495
2021-09-16 00:04:10,2.2664655493997916
2021-09-16 00:04:11,2.2234901753937377
2021-09-16 00:04:12,2.1944630200829156
2021-09-16 00:04:13,2.1711551154468958
2021-09-16 00:04:14,2.146909822937857
2021-09-16 00:04:15,2.1420332100215784
2021-09-16 00:04:16,2.1185169795219476
2021-09-16 00:04:17,2.7835708688438037
2021-09-16 00:04:18,4.017703684008185
2021-09-16 00:04:20,3.1704997123416927
2021-09-16 00:04:21,3.3327333753234436
2021-09-16 00:04:22,2.8544259391252442
2021-09-16 00:04:23,2.4210838501647602
2021-09-16 00:04:24,2.017959389007377
2021-09-16 00:04:25,2.045487911021049
2021-09-16 00:04:26,2.0365059217249835
2021-09-16 00:04:27,1.970398612332111
2021-09-16 00:04:28,2.4165252691630785
2021-09-16 00:04:29,2.3946776032309587
2021-09-16 00:04:30,2.34100796829192
2021-09-16 00:04:31,2.2834372954912396
2021-09-16 00:04:32,2.247116816723469
2021-09-16 00:04:33,2.210433705038084
2021-09-16 00:04:34,2.1757535019911463
2021-09-16 00:04:35,2.1505867317677754
2021-09-16 00:04:36,2.1296427288862665
2021-09-16 00:04:37,2.4725854486160923
2021-09-16 00:04:38,4.020946631001795
2021-09-16 00:04:39,3.3022053652177963
2021-09-16 00:04:40,3.5524108979423676
2021-09-16 00:04:41,2.847906306850554
2021-09-16 00:04:42,2.8070918662795927
2021-09-16 00:04:44,2.53452909127075
2021-09-16 00:04:45,2.1644891600508274
2021-09-16 00:04:46,2.106372074560894
2021-09-16 00:04:47,2.0833402068274927
2021-09-16 00:04:48,2.3841509322918437
2021-09-16 00:04:49,2.4149501053227
2021-09-16 00:04:50,2.3226521035187124
2021-09-16 00:04:51,2.268533730891356
2021-09-16 00:04:52,2.2271871441268267
2021-09-16 00:04:53,2.174444570912295
2021-09-16 00:04:54,2.1508589132736238
2021-09-16 00:04:55,2.1355035227080386
2021-09-16 00:04:56,2.104484601301553
2021-09-16 00:04:57,2.0615465482176907
2021-09-16 00:04:58,3.9434441527564537
2021-09-16 00:04:59,3.504988927745329
2021-09-16 00:05:00,2.806695371190619
2021-09-16 00:05:01,2.3255853646085143
2021-09-16 00:05:02,2.3063172008259216
2021-09-16 00:05:03,2.311532561240569
2021-09-16 00:05:04,2.2209913076330907
2021-09-16 00:05:06,2.178646007826991
2021-09-16 00:05:07,2.122037119166028
2021-09-16 00:05:08,1.930139301290721
2021-09-16 00:05:09,2.114259285277789
2021-09-16 00:05:10,2.045283525403189
2021-09-16 00:05:11,1.9440221126557584
2021-09-16 00:05:12,1.906998607912013
2021-09-16 00:05:13,1.9122706887359606
2021-09-16 00:05:14,1.9005816224607928
2021-09-16 00:05:15,1.8852881270984403
2021-09-16 00:05:16,1.871117523125119
2021-09-16 00:05:17,1.9702245985931817
2021-09-16 00:05:18,2.5408815166072354
2021-09-16 00:05:19,2.4175198866413066
2021-09-16 00:05:20,2.3036343827647747
2021-09-16 00:05:21,2.2178129054850872
2021-09-16 00:05:22,2.1657334396466514
2021-09-16 00:05:24,2.130447784426595
2021-09-16 00:05:25,2.1048085142623765
2021-09-16 00:05:26,2.081880336100283
2021-09-16 00:05:27,2.062442755926333
2021-09-16 00:05:28,2.0478912881731683
2021-09-16 00:05:29,2.0341894587032576
2021-09-16 00:05:30,2.020538250379184
2021-09-16 00:05:31,2.007519188596908
2021-09-16 00:05:32,1.994602383904089
2021-09-16 00:05:33,1.9849593818720415
2021-09-16 00:05:34,1.9785669738142073
2021-09-16 00:05:35,1.9696311837140859
2021-09-16 00:05:36,1.961195853877845
2021-09-16 00:05:37,1.9518323023650972
2021-09-16 00:05:38,1.9432255773947729
2021-09-16 00:05:39,1.9377537054058684
2021-09-16 00:05:40,1.9297602957114344
2021-09-16 00:05:41,1.9278965749594024
2021-09-16 00:05:42,1.9228819097978747
2021-09-16 00:05:44,1.917173497673676
2021-09-16 00:05:45,1.91006648674525
2021-09-16 00:05:46,1.907217374580107
2021-09-16 00:05:47,1.9024656197428063
2021-09-16 00:05:48,1.8971042797539648
2021-09-16 00:05:49,1.8952122741345936
2021-09-16 00:05:50,1.8911285070556654
2021-09-16 00:05:51,1.8863338075685063
2021-09-16 00:05:52,1.880507869592401
2021-09-16 00:05:53,1.8799877064862778
2021-09-16 00:05:54,1.8746963745096017
2021-09-16 00:05:55,1.8700719733052376
2021-09-16 00:05:56,1.8692554071843452
2021-09-16 00:05:57,1.8667555902874473
2021-09-16 00:05:58,1.8617006857305378
2021-09-16 00:05:59,1.858063070041591
2021-09-16 00:06:00,1.856562175935722
2021-09-16 00:06:01,1.8526713535758246
2021-09-16 00:06:03,1.8483807424111682
2021-09-16 00:06:04,1.8432027165850222
2021-09-16 00:06:05,1.8436311572462458
2021-09-16 00:06:06,1.8381965563568594
2021-09-16 00:06:07,1.8376591081148654
2021-09-16 00:06:08,1.8333988221236859
2021-09-16 00:06:09,1.8313463024334067
2021-09-16 00:06:10,1.8277382802035096
2021-09-16 00:06:11,1.8272686519065604
2021-09-16 00:06:12,1.823802027464517
2021-09-16 00:06:13,1.822522356637502
2021-09-16 00:06:14,1.8190315834215436
2021-09-16 00:06:15,1.818332493577271
2021-09-16 00:06:16,1.8167009747975493
2021-09-16 00:06:17,1.8147560168978578
2021-09-16 00:06:18,1.8135496643319553
2021-09-16 00:06:19,1.8111001289180793
2021-09-16 00:06:20,1.8092479125970033
2021-09-16 00:06:21,1.807117815696679
2021-09-16 00:06:22,1.8098099589216372
2021-09-16 00:06:23,1.8039432563857298
2021-09-16 00:06:25,1.8032028121597115
2021-09-16 00:06:26,1.8025139837473039
2021-09-16 00:06:27,1.800906524738131
2021-09-16 00:06:28,1.8005090402820543
2021-09-16 00:06:29,1.7981362615876018
2021-09-16 00:06:30,1.793473509286346
2021-09-16 00:06:31,1.793789338530132
2021-09-16 00:06:32,1.7928119094552346
2021-09-16 00:06:33,1.7894861956267232
2021-09-16 00:06:34,1.7858564056344481
